Domain,Unique Identifier,ID,Name,Tribal Code,Last Change Date,Description,Type
Organization(Organization),4246,BETA_OCMA,EPA Ocean and Coastal Monitoring and Assessment - Region 1,,11/17/2014 12:55:05 PM,,Federal/US Government
Organization(Organization),1363,BIGDRY,Big Dry Creek Watershed Association (Volunteer),,6/12/2018 8:31:58 AM,,Volunteer
Organization(Organization),699,BIGLAG_WQX,"Big Lagoon Rancheria, California (Tribal)",554,6/6/2018 9:47:36 AM,"Big Lagoon Rancheria, California (Tribal) || Big Lagoon Rancheria, California (Tribal)",Tribal
Organization(Organization),3846,BIGPINEPAIUTE,Big Pine Paiute Tribe of the Owens Valley (Tribal),530,6/11/2018 8:31:48 AM,Big Pine Paiute Tribe of the Owens Valley (Tribal) || Big Pine Paiute Tribe of the Owens Valley (Tribal),Tribal
Organization(Organization),5046,BIGSANDY,Big Sandy Rancheria of Western Mono Indians of California (Tribal),506,2/8/2022 10:40:24 AM,Big Sandy Rancheria of Western Mono Indians of California || Big Sandy Rancheria of Western Mono Indians of California (Tribal),Tribal
Organization(Organization),800,BIISHNIINI4,GTB Waterboy (Volunteer)*,,1/11/2013 6:48:41 PM,,Private Non-Industrial
Organization(Organization),11166,BILLIONOYSTERPROJECT,Billion Oyster Project,,4/4/2023 3:38:48 PM,,Volunteer
Organization(Organization),4986,BISHOPPAIUTETRIBE,Bishop Paiute Tribe (Tribal),549,10/8/2014 8:42:02 AM,Bishop Paiute Tribe (Tribal) || Bishop Paiute Tribe (Tribal),Tribal
Organization(Organization),1398,BISHOP_PAIUTE_TRIBE_WQX,Bishop Paiute Tribe,549,1/24/2025 4:31:53 PM,Bishop Paiute Tribe,Tribal
Organization(Organization),776,BLCKFEET,Blackfeet Nation (Montana),,1/30/2025 4:42:37 PM,,Tribal
Organization(Organization),1364,BLMRW,Barr Lake Milton Reservoir Watershed (Colorado) (Volunteer),,6/30/2016 4:08:15 PM,Water Quality Monitoring Data,Volunteer
Organization(Organization),1352,BLM_WRBBD,BLM Wind River/Bighorn Basin District,,3/26/2012 12:00:00 AM,,Federal/US Government
Organization(Organization),731,BLR,Blue Lake Rancheria (California) (Tribal),558,10/23/2024 12:57:37 PM,Blue Lake Rancheria (California) (Tribal) || Blue Lake Rancheria (California) (Tribal),Tribal
Organization(Organization),1246,BLR_WQX,BLUELAKERANCHERIA_WQX (Tribal),558,10/16/2024 7:38:27 AM,BLUE LAKE RANCHERIA,Tribal
Organization(Organization),1401,BLUERIVERWATERSHEDASSOCIATION,Blue River Watershed Association,,5/7/2018 11:06:06 AM,,Local/US Government
Organization(Organization),571,BMIC_WQX,"Bay Mills Indian Community, Michigan (Tribal)",470,12/4/2024 12:40:41 PM,"Bay Mills Indian Community, Michigan (Tribal) || Bay Mills Indian Community, Michigan (Tribal)",Tribal
Organization(Organization),2998,BMWM_TEST,NJDEP Bureau of Marine Water Monitoring TEST,,2/26/2014 12:00:00 AM,TEST,State/US Government
Organization(Organization),565,BOISNETT_WQX,Bois Forte/Nett Lake Band of Chippewa Indians (Tribal),404,10/16/2024 7:35:46 AM,Region 5 Wild Rice - Bois Forte/Nett Lake Band of Chippewa Indians,Tribal
Organization(Organization),4806,BOOMSNUBSITE_EA,Boomsnub/Airco Superfund Site EPA Region 10,,8/20/2019 3:44:57 PM,"Data loaded by EA Engineering Inc. for the Boomsnub Superfund Site, Vancouver, Clark County, Washington.",Private Industry
Organization(Organization),435,BOUNTIFL_WQX,Superfund Bountiful UT,,8/3/2017 2:52:11 PM, Superfund,Federal/US Government
Organization(Organization),9337,BPMWQX,Bonita Peak Mining,,3/16/2023 4:46:43 PM,Supporing EPA's Bonita Peak Mining District's (Superfund site) public data sharing efforts,Federal/US Government
Organization(Organization),1388,BRB,"Bear River Band of the Rohnerville Rancheria, California (Tribal)",560,1/27/2021 1:55:45 PM,"Bear River Band of the Rohnerville Rancheria, California (Tribal) || Bear River Band of the Rohnerville Rancheria, California (Tribal)",Tribal
Organization(Organization),11906,BRC,Blackstone River Coalition (Volunteer),,8/13/2024 10:54:41 AM,THE MISSION restore the Blackstone River and to improve the health of the Blackstone River Watershed.,Volunteer
Organization(Organization),8846,BRIDGEPORTIC,Bridgeport Indian Colony (Tribal),691,12/30/2019 4:33:24 PM,Bridgeport Indian Colony (Tribal) || Bridgeport Indian Colony (Tribal),Tribal
Organization(Organization),250,BRIGHTON_WQX,City of Brighton (Colorado),,11/23/2004 12:00:00 AM,Water Quality Monitoring Data,State/US Government
Organization(Organization),8786,BROADRIVERNC,Broad River NC (Volunteer)*,,8/27/2019 1:52:31 PM,French Broad Riverkeeper monitoring,Private Non-Industrial
Organization(Organization),11446,BRWC_WV,Blue Ridge Watershed Coalition,,8/27/2023 1:30:39 PM,,Volunteer
Organization(Organization),5086,BTBAQUATIC_WQX,"Grand Traverse Band of Ottawa and Chippewa Indians, Michigan (Tribal)",468,10/30/2014 8:21:33 AM,"Grand Traverse Band of Ottawa and Chippewa Indians, Michigan (Tribal) || Grand Traverse Band of Ottawa and Chippewa Indians, Michigan (Tribal)",Tribal
Organization(Organization),1052,BTMUA,Brick Utilities,,2/26/2025 10:28:39 AM,Drinking water provider,Private Industry
Organization(Organization),1365,BTWTRFRM,Big Thompson Watershed Forum (CO) (Volunteer),,6/30/2016 4:21:22 PM,Water Quality Monitoring Data.,Volunteer
Organization(Organization),4186,BUNKER_FWS,Bunker Hill MIning and Metallurgical Complex (EPA Region 10) FWS,,9/17/2015 1:43:12 PM,Water Quality Monitoring Data,Federal/US Government
Organization(Organization),760,BUNKER_USGS,Bunker Hill Mining and Metallurgical Complex (Region 10) USGS,,1/11/2013 6:48:41 PM,,Federal/US Government
Organization(Organization),412,BUNKER_WQX,Bunker Hill Mining and Metallurgical Complex,,8/3/2017 2:57:56 PM,Water Quality Monitoring Data,Federal/US Government
Organization(Organization),747,BURNSPAIUTE,Burns Paiute Tribe (Tribal),144,1/30/2025 6:53:38 PM,Burns Paiute Tribe (Tribal) || Burns Paiute Tribe (Tribal),Tribal
Organization(Organization),1075,BURNSPAIUTE123,Burns Paiute Tribe (Tribal),144,1/11/2013 6:48:41 PM,Burns Paiute Tribe (Tribal) || Burns Paiute Tribe (Tribal),Tribal
Organization(Organization),11846,BUZZARDSBAYNEP,Buzzards Bay National Estuary Program,603,9/18/2024 9:51:31 AM,Tribal,Volunteer
Organization(Organization),1230,BVR,Buena Vista Rancheria of Me-Wuk Indians of California (Tribal),508,10/1/2024 6:52:43 PM,,Tribal
Organization(Organization),5129,BXA,Bronx River Alliance (Volunteer),,10/26/2015 4:20:11 PM,Volunteer Monitoring Group,Volunteer
Organization(Organization),5106,CABAZWQ32,"Cabazon Band of Mission Indians, California (Tribal)",568,10/31/2014 12:27:42 PM,"Cabazon Band of Mission Indians, California (Tribal) || Cabazon Band of Mission Indians, California (Tribal)",Tribal
Organization(Organization),474,CABEACH_WQX,California State Water Resource Control Board,,1/30/2025 8:25:39 PM,California Beach Monitoring Data,State/US Government
Organization(Organization),1320,CADDONATION_WQX,Caddo Nation of Oklahoma (Tribal),806,3/2/2020 4:35:23 PM,Caddo Nation of Oklahoma (Tribal) || Caddo Nation of Oklahoma (Tribal),Tribal
Organization(Organization),1227,CADMUS,The Cadmus Group (Massachusetts) (Volunteer),,3/27/2020 7:43:25 PM,,Volunteer
Organization(Organization),433,CADPR_WQX,California Department of Pesticide Regulation Surface Water,,6/29/2004 12:00:00 AM,Water Quality Monitoring Data,State/US Government
Organization(Organization),414,CADWR_WQX,California Department of Water Resources (Volunteer)*,502,8/3/2017 4:29:38 PM,California Department of Water Resources (Volunteer)* || California Department of Water Resources (Volunteer)*,Private Non-Industrial
Organization(Organization),478,CAFRESNO_WQX,Fresno River Water Quality Monitoring,,8/2/2017 6:06:05 PM,Water Quality Data,State/US Government
Organization(Organization),541,CALSWAMP_WQX,CA Surface Water Monitoring Program (California),,10/7/2005 12:00:00 AM,Water Quality Monitoring Data.,State/US Government
Organization(Organization),1094,CALTRANS_WQX,California Department of Transportation,,4/21/2009 12:00:00 AM,,State/US Government
Organization(Organization),4086,CALWR_WQX,California Department Of Water Resources,,12/12/2017 1:15:34 PM,"DWR is responsible for the operation of the State Water Project, including the California Aqueduct.  DWR also monitors surface and groundwater at locations throughout California.",*State Government US
Organization(Organization),11346,CAPECOD_REG_WQ,Cape Cod Regional Water Quality Monitoring,,6/15/2023 3:20:17 PM,,Local/US Government
Organization(Organization),174,CAPECRD_WQX,City of Cape Coral,,11/18/2024 2:30:39 PM,Water Quality Monitoring Data,State/US Government
Organization(Organization),8346,CARGILLMS_WQX,Cargill Meat Solutions (aka. Fort Morgan Beef Plant),,11/15/2019 2:31:17 PM,Cargill Meat Solutions (aka. Fort Morgan Beef Plant),Private Industry
Organization(Organization),5886,CATAWBA,Catawba Indian Nation (Tribal),032,10/15/2024 6:16:18 PM,(Tribal),Tribal
Organization(Organization),8706,CATAWBARIVERKEEPER,Catawba Riverkeeper Foundation (CRF) (Volunteer),,7/18/2019 12:32:19 PM,Catawba Riverkeeper Foundation (CRF),Volunteer
Organization(Organization),599,CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal)",507,2/20/2025 6:15:35 PM,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal) || Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal)",Tribal
Organization(Organization),1336,CA_SWRCB,CA Waterboards,,9/23/2011 12:00:00 AM,,State/US Government
Organization(Organization),679,CBMI_WQX,"Cabazon Band of Mission Indians, California (Tribal)",568,1/10/2025 5:00:41 PM,"Cabazon Band of Mission Indians, California (Tribal) || Cabazon Band of Mission Indians, California (Tribal)",Tribal
Organization(Organization),7006,CBP_WQX,Chesapeake Bay Program (CBP),,2/24/2025 8:41:34 AM,Chesapeake Bay Program (PRODUCTION Environment),Federal/US Government
Organization(Organization),1360,CBS,CBS Operations Inc.,,3/5/2020 3:56:51 PM,,Private Industry
Organization(Organization),1273,CC,"Crowder College, Neosho, Mo.",,10/17/2024 2:19:26 PM,,University/College
Organization(Organization),210,CCAMP_WQX,Central Coast Ambient Monitoring Program (California),,8/2/2017 5:01:15 PM,Water Quality Data,State/US Government
Organization(Organization),11866,CCC,Cape Cod Commission,,7/12/2024 4:54:36 PM,,Volunteer
Organization(Organization),9626,CCCE-WHSE,Cape Cod Cooperative Extension/Woods Hole Sea Grant,,12/31/2020 1:31:11 PM,Cape Cod Cooperative Extension/Woods Hole Sea Grant,Private Non-Industrial
Organization(Organization),12226,CCS,Center for Coastal Studies (Massachusett),,12/29/2024 11:03:37 AM,https://coastalstudies.org/,Volunteer
Organization(Organization),1053,CCSCD,Camden County Soil Conservation District,,7/6/2010 11:31:06 AM,,State/US Government
Organization(Organization),1201,CCSHBWA,Crafts Creek Spring Hill Brook Watershed Association (Volunteer)*,,7/6/2010 4:19:08 PM,Crafts Creek Spring Hill Brook Watershed Association,Private Non-Industrial
Organization(Organization),9786,CCSR,Cohasset Center for Student Coastal Research,,3/5/2021 4:22:48 PM,Cohasset Center for Student Coastal Research,University/College
Organization(Organization),746,CCUI_WQX,Cow Creek Band of Umpqua Tribe of Indians (Tribal),153,8/26/2024 5:07:40 PM,Cow Creek Band of Umpqua Tribe of Indians (Tribal) || Cow Creek Band of Umpqua Tribe of Indians (Tribal),Tribal
Organization(Organization),3686,CCU_EQL,Waccamaw Watershed Academy & Environmental Quality Laboratory at Coastal Carolina University,,12/10/2024 11:35:35 AM,,University/College
Organization(Organization),1374,CCWC,Coal Creek Watershed Coalition (Colorado),,7/12/2021 1:53:23 PM,"Coal Creek Watershed Coalition (CCWC) is 501(c)(3) non-profit organization. The mission of CCWC is to maintain, restore and enhance the environmental integrity of Crested Butte's local watersheds to ensure those local watersheds and habitats are of the highest possible quality necessary to support wildlife, aquatic life, and human life.",Volunteer
Organization(Organization),1377,CCWF,Clear Creek Watershed Foundation (CCWF) (Volunteer),,1/10/2016 3:47:57 PM,Water Quality Data to promote sustainable natural resource management throughout the Clear Creek Watershed and serve as a model for the arid mountain west..,Volunteer
Organization(Organization),1304,CDATRUST,CDA TRUST,,8/2/2017 1:42:30 PM,,Private Industry
Organization(Organization),743,CDATWATRES,Coeur D'Alene Tribe (Tribal),181,1/2/2014 2:43:56 PM,Coeur D'Alene Tribe (Tribal) || Coeur D'Alene Tribe (Tribal),Tribal
Organization(Organization),1380,CDOT,Colorado Department of Transportation,,6/18/2012 12:00:00 AM,,State/US Government
Organization(Organization),7646,CEDARRANCH_WQX,Cedarville Rancheria (Tribal),621,1/28/2025 5:20:38 PM,Cedarville Rancheria (Tribal) || Cedarville Rancheria (Tribal),Tribal
Organization(Organization),641,CEDEN,California State Water Resources Control Board,,4/20/2023 2:32:48 PM,California State Water Resources Control Board,*State Government US
Organization(Organization),6446,CENAB,"US Army Corps of Engineers, Baltimore District",,4/13/2020 2:04:47 PM,US Army Corps of Engineers District,Federal/US Government
Organization(Organization),1225,CENTREAL_WQX,CENTREAL (Florida),,6/2/2010 12:00:00 AM,,State/US Government
Organization(Organization),477,CENWWEDH_WQX,U.S. Army Corps of Engineers Walla Walla District,,1/12/2005 12:00:00 AM,Water Quality Data,Federal/US Government
Organization(Organization),1047,CEPACBMI_WQX,Campo Environmental Protection Agency (Volunteer)*,,1/23/2025 7:01:39 PM,,Private Non-Industrial
Organization(Organization),4068,CGWPCF,City of Greeley Water Pollution Control Facility,,10/22/2013 7:42:34 AM,Colorado,Local/US Government
Organization(Organization),1399,CHARLOTTEHARBOREC_WQX,Charlotte Harbor Environmental Center,,8/2/2017 7:59:14 PM,,State/US Government
Organization(Organization),259,CHATFLD_WQX,Chatfield Reservoir (Colorado),,11/23/2004 12:00:00 AM,Water Quality Data,Local/US Government
Organization(Organization),3326,CHATTAHOOCHEERIVERKEEPER,Chattahoochee Riverkeeper (CRK) (Volunteer)*,,2/10/2021 11:31:20 AM,Chattahoochee Riverkeeper,Private Non-Industrial
Organization(Organization),6486,CHEHALIS_WQX,Confederated Tribes of the Chehalis Reservation (Tribal),105,1/16/2025 12:23:36 PM,Confederated Tribes of the Chehalis Reservation (Tribal) || Confederated Tribes of the Chehalis Reservation (Tribal),Tribal
Organization(Organization),1383,CHEMEHUEVI_WQX,"Chemehuevi Indian Tribe of the Chemehuevi Reservation, California (Tribal)",695,12/17/2018 1:07:39 PM,"Chemehuevi Indian Tribe of the Chemehuevi Reservation, California (Tribal) || Chemehuevi Indian Tribe of the Chemehuevi Reservation, California (Tribal)",Tribal
Organization(Organization),4071,CHEROKEEMD,Cherokee Metropolitan District,,10/22/2013 7:46:57 AM,Colorado,Local/US Government
Organization(Organization),500,CHEROKEE_WQX,Cherokee Nation (Tribal),905,10/10/2024 4:19:36 PM,Cherokee Nation (Tribal) || Cherokee Nation (Tribal),Tribal
Organization(Organization),11046,CHESAPEAKBAYNERR,Chesapeake Bay National Estuarine Research Reserve,,2/27/2023 2:52:04 PM,,Volunteer
Organization(Organization),11066,CHESAPEAKEMONITORINGCOOP,Chesapeake Monitoring Cooperative,,3/3/2023 3:33:15 PM,,Volunteer
Organization(Organization),4446,CHEYENNEWSD1,Cheyenne Wells Sanitation District No. 1,,3/19/2014 12:14:40 PM,,Local/US Government
Organization(Organization),777,CHEYRIVR,Cheyenne River Sioux Tribe (South Dakota) (Tribal),340,1/14/2020 4:46:36 AM,Cheyenne River Sioux Tribe (South Dakota) (Tribal) || Cheyenne River Sioux Tribe (South Dakota) (Tribal),Tribal
Organization(Organization),4047,CHICKALOONNATIVEVILLAGE_WQX,Chickaloon Native Village (Tribal),A10,8/12/2024 2:17:44 AM,Chickaloon Native Village (Tribal) || Chickaloon Native Village (Tribal),Tribal
Organization(Organization),322,CHIPCREE_WQX,Chippewa Cree Tribe @ Rocky Boy Indian Reservation,205,2/11/2025 11:35:40 AM,,Tribal
Organization(Organization),369,CHNEPCHB_WQX,Charlotte Harbor National Estuaries Program (Florida),,10/9/2003 12:00:00 AM,Water Quality Monitoring Data,State/US Government
Organization(Organization),367,CHNEPCHE_WQX,Charlotte Harbor National Estuaries Program (Florida),,12/12/2018 4:04:12 PM,This ORGID refers to data collected in the East Wall of Charlotte Harbor by the Coastal Charlotte Harbor Monitoring Network (CCHMN).  STORET upload was conducted by the Charlotte Harbor Environmental Center with funding from the SWFWMD.,State/US Government
Organization(Organization),368,CHNEPCHP_WQX,Charlotte Harbor National Estuaries Program (Florida),,8/2/2017 5:19:36 PM,This ORGID refers to data collected in Cape Haze by the Coastal Charlotte Harbor Monitoring Network (CCHMN).  STORET upload was conducted by the Charlotte Harbor Environmental Center with funding from the SWFWMD.,State/US Government
Organization(Organization),366,CHNEPCHW_WQX,Charlotte Harbor National Estuaries Program (Florida),,1/3/2011 2:28:56 PM,Charlotte harbor National Estuaries Program Water Quality Monitoring Data for the Charlotte Harbor West Wall Stratum,State/US Government
Organization(Organization),372,CHNEPEB_WQX,Charlotte Harbor National Estuaries Program (Florida),,10/9/2003 12:00:00 AM,Water Quality Monitoring Data,State/US Government
Organization(Organization),1256,CHNEPLLB_WQX,Charlotte Harbor National Estuaries Program (Florida),,12/13/2018 10:50:38 AM,This ORGID refers to data collected in Lower Lemon Bay by the Coastal Charlotte Harbor Monitoring Network (CCHMN).  STORET upload was conducted by the Charlotte Harbor Environmental Center with funding from the SWFWMD.,Local/US Government
Organization(Organization),373,CHNEPMP_WQX,Charlotte Harbor National Estuaries Program (Florida),,11/20/2024 7:24:39 AM,Water Quality Monitoring Data,State/US Government
Organization(Organization),370,CHNEPPIS_WQX,Charlotte Harbor National Estuaries Program (Florida),,10/9/2003 12:00:00 AM,Water Quality Monitoring Data,State/US Government
Organization(Organization),374,CHNEPSCB_WQX,Charlotte Harbor National Estuaries Program (Florida),,10/9/2003 12:00:00 AM,Water Quality Monitoring Data,State/US Government
Organization(Organization),371,CHNEPTCR_WQX,Charlotte Harbor National Estuaries Program (Florida),,8/2/2017 7:04:40 PM,Water Quality Monitoring Data,State/US Government
Organization(Organization),365,CHNEPTMR_WQX,Charlotte Harbor National Estuaries Program (Florida),,12/13/2018 11:45:16 AM,This ORGID refers to data collected in the East Wall of Charlotte Harbor by the Coastal Charlotte Harbor Monitoring Network (CCHMN).  STORET upload was conducted by the Charlotte Harbor Environmental Center with funding from the SWFWMD.,State/US Government
Organization(Organization),364,CHNEPTPR_WQX,Charlotte Harbor National Estuaries Program (Florida),,12/13/2018 11:59:28 AM,This ORGID refers to data collected in the East Wall of Charlotte Harbor by the Coastal Charlotte Harbor Monitoring Network (CCHMN).  STORET upload was conducted by the Charlotte Harbor Environmental Center with funding from the SWFWMD.,State/US Government
Organization(Organization),1355,CHOCNATWQX,The Choctaw Nation of Oklahoma (Tribal),907,10/21/2024 6:02:41 PM,The Choctaw Nation of Oklahoma (Tribal) || The Choctaw Nation of Oklahoma (Tribal),Tribal
Organization(Organization),1238,CHRISJCHEN,U.S. Environmental Protection Agency Region 9,,1/11/2013 6:48:41 PM,,Federal/US Government
Organization(Organization),207,CITYFTCO_WQX,City of Fort Collins (Colorado),,11/23/2004 12:00:00 AM,Water Quality Data,State/US Government
Organization(Organization),548,CITYOFPG_WQX,City of Punta Gorda (Florida),,12/27/2005 12:00:00 AM,Water Quality Monitoring Data.,State/US Government
Organization(Organization),4072,CITYPUEBLO_WWD,City of Pueblo Wastewater Department,,10/22/2013 7:48:25 AM,Colorado,Local/US Government
Organization(Organization),9326,CLACKAMAS_SWCD,Clackamas Soil and Water Conservation District,,9/28/2024 8:26:53 AM,Current VolMon group,Private Non-Industrial
Organization(Organization),1330,CLALLAMCODCD,Jamestown S'Klallam Tribe (Tribal),129,8/3/2017 3:17:31 PM,Clallam County-DCD || Jamestown S'Klallam Tribe (Tribal),Local/US Government
Organization(Organization),773,CLALLAMCOUNTYDCD,Clallam County Department of Community Development,,8/2/2017 4:51:43 PM,,State/US Government
Organization(Organization),7647,CLALLAMCOUNTYEH_WQX,Clallam County Environmental Health Services,,2/20/2024 2:02:51 PM,Clallam County Environmental Health Services,Local/US Government
Organization(Organization),11126,CLINCHVALLEYSWCD_WQX,Clinch Valley Soil & Water Conservation District,,1/13/2025 3:51:39 PM,,Volunteer
Organization(Organization),9334,CLPWC,Calapooia Watershed Council,,12/28/2022 3:41:25 PM,Volunteer Monitoring Group,Volunteer
Organization(Organization),1222,CMCNRMI_WQX,Colorado Mountain College Natural Resource Management,,7/10/2019 11:51:54 AM,"The Natural Resource Management (NRM) academic program at Colorado Mountain College offers an associate degree in Natural Resource Management.  Students are provided with the opportunity to work on real life environmental projects in class and through paid jobs with the NRM Field Institute. NRM has been involved in over 50 environmental projects partnering with the USFS, USGS, US BLM, USFWS, CPW, and numerous regional and local governments and organizations.",University/College
Organization(Organization),9126,CMCPD,Cape May County Planning Department,,8/3/2020 10:12:46 AM,The Cape May County Planning Department is the professional arm of the Cape May County Planning Board. The department is responsible for the day to day operations that carry out the functions of the Planning Board.,Local/US Government
Organization(Organization),7927,CMP_WQX,UD Citizen Monitoring Program,,3/10/2023 11:27:39 AM,managed by DE Sea Grant,University/College
Organization(Organization),5946,CNA,Cheyenne and Arapaho Tribes of Oklahoma,801,2/7/2025 3:36:39 PM,,Tribal
Organization(Organization),1218,CNENVSER,Chickasaw Nation Environmental Service (Tribal),906,10/7/2024 1:04:40 PM,Chickasaw Nation Environmental Service || Chickasaw Nation Environmental Service (Tribal),Tribal
Organization(Organization),11726,CNEPWATERPROGRAM,Caddo Nation of Oklahoma - Caddo Nation Environmental Protection Program (CNEP)  (Tribal),806,1/8/2024 10:36:50 AM,,Tribal
Organization(Organization),8126,CNWQD,Comanche Nation Water Quality Department (Tribal),808,10/15/2024 2:28:21 PM,Comanche Nation Water Quality Department,Tribal
Organization(Organization),11946,COASTALAMERICAFOUNDATION,Coastal America Foundation,,2/29/2024 9:03:16 AM,,Volunteer
Organization(Organization),6886,COCHITIPUEBLO,"Pueblo of Cochiti, New Mexico (Tribal)",704,10/12/2016 5:19:05 PM,"Pueblo of Cochiti, New Mexico (Tribal) || Pueblo of Cochiti, New Mexico (Tribal)",Tribal
Organization(Organization),1070,COCOPAH_INDIAN,Cocopah Tribe of Arizona (Tribal),602,9/29/2023 3:42:40 PM,Cocopah Tribe of Arizona (Tribal) || Cocopah Tribe of Arizona (Tribal),Tribal
Organization(Organization),419,COE/ISU_WQX,Des Moines River - Corp of Engineers (IOWA),,10/27/2010 1:57:26 PM,,Federal/US Government
Organization(Organization),94,COEOMAHA_WQX,US Army Corps of Engineers Omaha District,,10/20/2022 2:15:23 PM,US Army Corps of Engineers Omaha District,Federal/US Government
Organization(Organization),2997,COK2014,NJDEP Bureau of Freshwater and Biological Monitoring,,2/26/2014 12:00:00 AM,Contact Name: Carol O'Donnell-Kee,State/US Government
Organization(Organization),1224,COKORG_WQX,City Of Kissimmee (Florida),,7/15/2014 4:17:07 PM,,State/US Government
Organization(Organization),1375,COLO319,Colorado 319 organizations,,6/4/2012 12:00:00 AM,,State/US Government
Organization(Organization),4073,COLOSU,Colorado Springs Utilities,,10/22/2013 7:50:18 AM,,Local/US Government
Organization(Organization),8457,COLUMBIA_SWCD,Columbia Soil and Water Conservation District,,11/26/2024 10:09:38 AM,"Kari Hollander, Current VolMon group",Volunteer
Organization(Organization),3325,CONCORDIA_COLLEGE,Concordia College (Minnesota),,1/15/2013 10:16:51 PM,Concordia College (Minnesota),University/College
Organization(Organization),10366,CONFLUENCE,"Confluence Compliance Companies, LLC",,3/28/2022 11:03:56 AM,"Confluence Compliance Companies, LLC",Private Non-Industrial
Organization(Organization),8326,CONNRIVERCONSERVANCY,Connecticut River Conservancy (Volunteer),,11/13/2024 12:05:38 PM,Connecticut River Conservancy,Volunteer
Organization(Organization),10566,CONSERVATION_COMMISSION,Oklahoma Conservation Commission,,12/17/2024 3:18:37 PM,Oklahoma Conservation Commission,*State Government US
Organization(Organization),8448,COOSWA,Coos Watershed Association,,12/13/2024 9:13:10 AM,Volunteer Monitoring Group,Volunteer
Organization(Organization),740,COQUILLETRIBE_WQX,Coquille Indian Tribe (Tribal),155,10/17/2024 9:04:41 PM,Coquille Indian Tribe (Tribal) || Coquille Indian Tribe (Tribal),Tribal
Organization(Organization),8452,COQUILLE_WA,Coquille Watershed Association,,2/27/2025 4:47:38 PM,Current VolMon group,Volunteer
Organization(Organization),297,CORIVWCH_WQX,Colorado River Watch,,8/31/2024 3:56:50 PM,Water Quality Monitoring,Volunteer
Organization(Organization),4906,CORTINARANCHERIA_WQX,Cortina Rancheria (Kletsel Dehe Wintun Nation),513,12/20/2024 11:23:22 AM,Cortina Rancheria Kletsel Dehe Wintun Nation,Tribal
Organization(Organization),1261,COYOTEVAL_WQX,Coyote Valley Band of Pomo Indians of California (Tribal),638,9/16/2024 11:37:41 AM,Coyote Valley Band of Pomo Indians of California (Tribal) || Coyote Valley Band of Pomo Indians of California (Tribal),Tribal
Organization(Organization),1030,CPNWATER,"Citizen Potawatomi Nation, Oklahoma (Tribal)",821,12/4/2024 10:12:40 AM,"Citizen Potawatomi Nation, Oklahoma (Tribal) || Citizen Potawatomi Nation, Oklahoma (Tribal)",Tribal
Organization(Organization),10266,CPRW,Coalition for the Poudre River Watershed,,1/14/2022 10:37:23 AM,,Volunteer
Organization(Organization),7830,CRBC_WQX,Clackamas River Basin Council,,3/16/2024 4:34:32 AM,"Suzi Cloutier, Current VolMon group",Private Non-Industrial
Organization(Organization),1402,CRITEPO_WQX,"Colorado River Indian Tribes of the Colorado River Indian Reservation, Arizona and California (Tribal)",603,6/20/2018 10:17:55 AM,"Colorado River Indian Tribes of the Colorado River Indian Reservation, Arizona and California (Tribal) || Colorado River Indian Tribes of the Colorado River Indian Reservation, Arizona and California (Tribal)",Tribal
Organization(Organization),10106,CRITFC_WQX,Nez Perce Tribe of Idaho (Tribal),182,9/8/2021 3:24:58 PM,Nez Perce Tribe of Idaho (Tribal) || Nez Perce Tribe of Idaho (Tribal),Tribal
Organization(Organization),7831,CRK_WQX,Columbia Riverkeeper,,10/19/2023 11:47:46 PM,Lorri Epstein,Private Non-Industrial
Organization(Organization),779,CROWCRKS,Crow Creek Sioux Tribe (SD),342,2/10/2025 11:43:36 AM,,Tribal
Organization(Organization),780,CROWNATN,Crow Tribe of Indians (Montana) (Tribal),202,10/15/2024 2:29:26 PM,,Tribal
Organization(Organization),718,CRWA,Charles River Watershed Association (Massachusetts) (Volunteer)*,,2/19/2025 9:43:45 PM,Water Quality Monitoring Data,Private Non-Industrial
Organization(Organization),7828,CRWC_WQX,Crooked River Watershed Council (Volunteer)*,,4/24/2018 1:50:35 PM,Crooked River Watershed Council,Private Non-Industrial
Organization(Organization),10406,CSAZ,"City of Scottsdale, Arizona",,6/15/2022 11:30:24 AM,"City of Scottsdale, Arizona",Local/US Government
Organization(Organization),1072,CSC_WQX,CSC (Computer Sciences Corporation)(Virginia),,5/29/2012 7:18:10 PM,,Private Industry
Organization(Organization),4067,CSH,Carestream Health Inc. (Volunteer)*,,10/22/2013 7:38:53 AM,New York,Private Non-Industrial
Organization(Organization),12066,CSHH,Coalition to Save Hempstead Harbor,,4/25/2024 1:23:48 PM,,Volunteer
Organization(Organization),3706,CSKTPESTICIDE_WQX,Confederated Salish and Kootenai Tribes of the Flathead Reservation (Tribal),203,4/22/2013 3:40:39 PM,Confederated Salish and Kootenai Tribes of the Flathead Reservation (Tribal) || Confederated Salish and Kootenai Tribes of the Flathead Reservation (Tribal),Tribal
Organization(Organization),781,CSKTRIBE,Confederated Salish and Kootenai Tribes,203,1/2/2025 9:26:39 AM,,Tribal
