Domain,Unique Identifier,Code,Name,Description,Last Change Date,Context Code
Local Aquifer(AquiferInformation/LocalAquiferCode),454,02:120RAT,Rat Formation,120RAT,10/10/2019 10:42:43 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),455,02:120SNDB,Sand Bay Volcanics,120SNDB,10/10/2019 10:42:43 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),456,02:120SRLG,Sterling Formation,120SRLG,10/10/2019 10:42:43 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),457,02:120SVKK,Sagavanirktok Formation,120SVKK,10/10/2019 10:42:43 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),458,02:120TLVM,Twelvemile Beds,120TLVM,10/10/2019 10:42:43 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),459,02:120TOK,Tok Sandstone,120TOK,10/10/2019 10:42:43 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),460,02:120TPSY,Topsy Formation,120TPSY,10/10/2019 10:42:43 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),461,02:120TYNK,Tyonek Formation,120TYNK,10/10/2019 10:42:43 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),462,02:120VGBY,Vega Bay Formation,120VGBY,10/10/2019 10:42:43 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),463,02:120WFLD,West Foreland Formation,120WFLD,10/10/2019 10:42:43 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),464,02:120ZRPN,Zeto Point Basalt Porphyry,120ZRPN,10/10/2019 10:42:43 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),465,02:121ABRM,Albert Rim Lavas,121ABRM,10/10/2019 10:42:43 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),466,02:121NENN,Nenana Gravel,121NENN,10/10/2019 10:42:43 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),467,02:121NLRY,Nelroy Formation,121NLRY,10/10/2019 10:42:43 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),468,02:121TCLN,Tachilni Formation,121TCLN,10/10/2019 10:42:43 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),469,02:121TGDK,Tugidak Formation,121TGDK,10/10/2019 10:42:43 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),470,02:121WTRB,Waterboot Basalt,121WTRB,10/10/2019 10:42:43 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),471,02:122BEVR,Beaver Pluton,122BEVR,10/10/2019 10:42:43 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),472,02:122BKFK,Belkofski Tuff,122BKFK,10/10/2019 10:42:43 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),473,02:122BRLK,Bear Lake Formation,122BRLK,10/10/2019 10:42:43 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),474,02:122CNTP,Cenotaph Volcanics,122CNTP,10/10/2019 10:42:43 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),475,02:122CPNS,Captains Pluton,122CPNS,10/10/2019 10:42:43 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),476,02:122GRBK,Grubstake Formation,122GRBK,10/10/2019 10:42:43 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),477,02:122HLCK,Healy Creek Formation,122HLCK,10/10/2019 10:42:43 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),478,02:122KTLL,Katalla Formation,122KTLL,10/10/2019 10:42:43 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),479,02:122KTZN,Kootznahoo Formation,122KTZN,10/10/2019 10:42:43 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),480,02:122LGCK,Lignite Creek Formation,122LGCK,10/10/2019 10:42:43 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),481,02:122MSHK,Meshik Formation,122MSHK,10/10/2019 10:42:43 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),482,02:122NRCP,Narrow Cape Formation,122NRCP,10/10/2019 10:42:43 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),483,02:122PFFY,"Puffy Member, Katalla Formation",122PFFY,10/10/2019 10:42:43 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),484,02:122PLCK,Poul Creek Formation,122PLCK,10/10/2019 10:42:43 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),485,02:122SHLR,Shaler Pluton,122SHLR,10/10/2019 10:42:43 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),486,02:122SHMY,Shemya Intrusive Complex,122SHMY,10/10/2019 10:42:43 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),487,02:122SNCR,Sanctuary Formation,122SNCR,10/10/2019 10:42:43 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),488,02:122SNRN,Suntrana Formation,122SNRN,10/10/2019 10:42:43 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),489,02:122ULSK,Unalaska Formation,122ULSK,10/10/2019 10:42:43 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),490,02:122UNGA,"Unga Conglomerate Member, Bear Lake Formation",122UNGA,10/10/2019 10:42:43 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),491,02:123ADMI,Admiralty Island Volcanics,123ADMI,10/10/2019 10:42:44 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),492,02:123BCRK,"Basin Creek Member, Katalla Formation",123BCRK,10/10/2019 10:42:44 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),493,02:123BLCK,Burls Creek Shale Member of Katalla Formation,123BLCK,10/10/2019 10:42:44 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),494,02:123BNJP,Banjo Point Formation,123BNJP,10/10/2019 10:42:44 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),495,02:123BVRB,Beaver Bay Group,123BVRB,10/10/2019 10:42:44 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),496,02:123GRCV,Gunners Cove Formation,123GRCV,10/10/2019 10:42:44 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),497,02:123KLTT,Kulthieth Formation,123KLTT,10/10/2019 10:42:44 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),498,02:123KSTK,Kushtaka Formation,123KSTK,10/10/2019 10:42:44 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),499,02:123PNTH,"Point Hey Member, Katalla Formation",123PNTH,10/10/2019 10:42:44 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),500,02:123RDWD,Redwood Formation,123RDWD,10/10/2019 10:42:44 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),501,02:123SKDK,Sitkalidak Formation,123SKDK,10/10/2019 10:42:44 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),502,02:123SKNK,Sitkinak Formation,123SKNK,10/10/2019 10:42:44 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),503,02:123SPCK,"Split Creek Sandstone Member, Katalla Formation",123SPCK,10/10/2019 10:42:44 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),504,02:123SPVK,Stepovak Formation of Beaver Bay Group,123SPVK,10/10/2019 10:42:44 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),505,02:123TKUM,Tokun Formation,123TKUM,10/10/2019 10:42:44 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),506,02:123TSDK,Tsadaka Formation,123TSDK,10/10/2019 10:42:44 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),507,02:124ADRL,Andrew Lake Formation,124ADRL,10/10/2019 10:42:44 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),508,02:124BNDR,Boundary Granodiorite,124BNDR,10/10/2019 10:42:44 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),509,02:124BNDRG,Boundary Granodiorite,124BNDRG,10/10/2019 10:42:44 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),510,02:124GRCK,Ghost Rocks Formation,124GRCK,10/10/2019 10:42:44 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),511,02:124HYDR,Hyder Quartz Monzonite,124HYDR,10/10/2019 10:42:44 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),512,02:124PRMR,"Premier Coal Group, Chickaloon Formation",124PRMR,10/10/2019 10:42:44 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),513,02:124SHAW,"Shaw Coal Bed, Chickaloon Formation",124SHAW,10/10/2019 10:42:44 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),514,02:124STLR,Stillwater Formation,124STLR,10/10/2019 10:42:44 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),515,02:124TLST,Tolstoi Formation of Beaver Bay Group,124TLST,10/10/2019 10:42:44 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),516,02:124WSBN,Wishbone Formation,124WSBN,10/10/2019 10:42:44 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),517,02:125CNTL,Cantwell Formation,125CNTL,10/10/2019 10:42:44 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),518,02:125DVID,David Coal Bed of Chickaloon Formation,125DVID,10/10/2019 10:42:44 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),519,02:125EMRY,Emery Coal Bed of Chickaloon Formation,125EMRY,10/10/2019 10:42:44 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),520,02:125LLEK,Little Eska Coal of Chickaloon Formation,125LLEK,10/10/2019 10:42:44 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),521,02:125MLND,Maitland Coal Bed of Chickaloon Formation,125MLND,10/10/2019 10:42:44 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),522,02:125MRTN,Martin Coal Bed of Chickaloon Formation,125MRTN,10/10/2019 10:42:44 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),523,02:200AMCK,American Creek Granite,200AMCK,10/10/2019 10:42:44 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),524,02:200APEX,Apex Vein,200APEX,10/10/2019 10:42:44 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),525,02:200ASER,Asses Ears Granite,200ASER,10/10/2019 10:42:44 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),526,02:200BDCK,Boulder Creek Quartz Monzonite,200BDCK,10/10/2019 10:42:44 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),527,02:200CDRB,Cedar Bay Granite,200CDRB,10/10/2019 10:42:44 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),528,02:200CPRM,Copper Mountain Amphibolite Schist,200CPRM,10/10/2019 10:42:44 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),529,02:200ESMY,Eshamy Granite,200ESMY,10/10/2019 10:42:45 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),530,02:200GKON,Gakona Diorite,200GKON,10/10/2019 10:42:45 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),531,02:200GMUK,Gemuk Group,200GMUK,10/10/2019 10:42:45 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),532,02:200JDHB,Judd Harbor Dunite-Peridotite,200JDHB,10/10/2019 10:42:45 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),533,02:200LDCK,Landslide Creek Granodiorite,200LDCK,10/10/2019 10:42:45 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),534,02:200MCRS,Monte Christo Diorite,200MCRS,10/10/2019 10:42:45 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),535,02:200MDFK,Middle Fork Granite,200MDFK,10/10/2019 10:42:45 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),536,02:200SLCK,Slate Creek Granodiorite,200SLCK,10/10/2019 10:42:45 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),537,02:200WFRK,West Fork Granodiorite,200WFRK,10/10/2019 10:42:45 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),538,02:210BRCK,Brine Creek Formation,210BRCK,10/10/2019 10:42:45 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),539,02:210BRTR,Brothers Volcanics,210BRTR,10/10/2019 10:42:45 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),540,02:210GPCK,Gypsum Creek Quartz Monzonite,210GPCK,10/10/2019 10:42:45 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),541,02:210HLCV,Hall Cove Peridotite,210HLCV,10/10/2019 10:42:45 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),542,02:210HZLN,Hazleton Group,210HZLN,10/10/2019 10:42:45 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),543,02:210JULN,Jualin Diorite,210JULN,10/10/2019 10:42:45 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),544,02:210KKKM,Kuskokwim Group,210KKKM,10/10/2019 10:42:45 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),545,02:210KLCK,Klein Creek Batholith,210KLCK,10/10/2019 10:42:45 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),546,02:210KLKN,Klukwan Magnetite Pyroxenite,210KLKN,10/10/2019 10:42:45 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),547,02:210KLTG,Kaltag Formation,210KLTG,10/10/2019 10:42:45 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),548,02:210KNPK,Kane Peak Ultramafic Complex,210KNPK,10/10/2019 10:42:45 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),549,02:210KODK,Kodiak Formation,210KODK,10/10/2019 10:42:45 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),550,02:210MCHG,Mc Hugh Complex,210MCHG,10/10/2019 10:42:45 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),551,02:210MCRK,Moonshine Creek Formation,210MCRK,10/10/2019 10:42:45 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),552,02:210MLOZ,Melozi Formation,210MLOZ,10/10/2019 10:42:45 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),553,02:210NULT,Nulato Formation,210NULT,10/10/2019 10:42:45 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),554,02:210NZNM,Natzotin Mountain Series,210NZNM,10/10/2019 10:42:45 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),555,02:210OKPK,Okpilak Granite,210OKPK,10/10/2019 10:42:45 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),556,02:210RMZF,Romanzof Granite,210RMZF,10/10/2019 10:42:45 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),557,02:210VLDZ,Valdez Group,210VLDZ,10/10/2019 10:42:45 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),558,02:211AKRG,Arkose Ridge Formation,211AKRG,10/10/2019 10:42:45 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),559,02:211AYYK,"Ayiyak Member, Seabee Formation",211AYYK,10/10/2019 10:42:45 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),560,02:211BRTL,"Barrow Trail Member, Schrader Bluff Formation",211BRTL,10/10/2019 10:42:45 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),561,02:211CDLR,Chandler Formation,211CDLR,10/10/2019 10:42:45 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),562,02:211CGNK,Chignik Formation,211CGNK,10/10/2019 10:42:45 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),563,02:211CLVL,Colville Group,211CLVL,10/10/2019 10:42:45 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),564,02:211CRWN,Corwin Formation,211CRWN,10/10/2019 10:42:45 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),565,02:211HOOD,Hoodoo Formation,211HOOD,10/10/2019 10:42:45 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),566,02:211IDRD,Iditarod Basalt,211IDRD,10/10/2019 10:42:46 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),567,02:211KGKK,"Kogosukruk Tongue, Prince Creek Formation",211KGKK,10/10/2019 10:42:46 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),568,02:211KGYK,Kaguyak Formation,211KGYK,10/10/2019 10:42:46 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),569,02:211KKKM,Kuskokwim Group,211KKKM,10/10/2019 10:42:46 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),570,02:211MCRG,Mac Coll Ridge Formation,211MCRG,10/10/2019 10:42:46 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),571,02:211NKGN,"Niakogon Tongue, Chandler Formation",211NKGN,10/10/2019 10:42:46 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),572,02:211NNLK,Ninuluk Formation,211NNLK,10/10/2019 10:42:46 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),573,02:211NNSK,Nanushuk Group,211NNSK,10/10/2019 10:42:46 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),574,02:211PCCK,Prince Creek Formation,211PCCK,10/10/2019 10:42:46 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),575,02:211RGCK,Rogers Creek Member of Schrader Bluff Fm,211RGCK,10/10/2019 10:42:46 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),576,02:211SCBF,Schrader Bluff Formation,211SCBF,10/10/2019 10:42:46 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),577,02:211SCLZ,Schulze Formation,211SCLZ,10/10/2019 10:42:46 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),578,02:211SEBE,Seabee Formation,211SEBE,10/10/2019 10:42:46 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),579,02:211SLHL,Sentinel Hill Member Schrader Bluff Formation,211SLHL,10/10/2019 10:42:46 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),580,02:211SLWL,"Shale Wall Member, Seabee Formation",211SLWL,10/10/2019 10:42:46 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),581,02:211SMGN,Shumagin Formation,211SMGN,10/10/2019 10:42:46 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),582,02:211TLVK,"Tuluvak Tongue, Prince Creek Formation",211TLVK,10/10/2019 10:42:46 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),583,02:211UGLK,Ungalik Conglomerate,211UGLK,10/10/2019 10:42:46 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),584,02:217BDRM,Biederman Argillite,217BDRM,10/10/2019 10:42:46 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),585,02:217BKID,Blashke Islands Ultramafic Complex,217BKID,10/10/2019 10:42:46 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),586,02:217BZCK,Bonanza Creek Volcanics,217BZCK,10/10/2019 10:42:46 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),587,02:217CHTT,Chititu Formation,217CHTT,10/10/2019 10:42:46 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),588,02:217DGID,Douglas Island Volcanics,217DGID,10/10/2019 10:42:46 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),589,02:217FRRM,Fortress Mountain Formation,217FRRM,10/10/2019 10:42:46 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),590,02:217GLNN,Glenn Shale,217GLNN,10/10/2019 10:42:46 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),591,02:217GROD,Grandstand Formation,217GROD,10/10/2019 10:42:46 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),592,02:217HRND,Herendeen Limestone,217HRND,10/10/2019 10:42:46 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),593,02:217IPVK,Ipevik Formation,217IPVK,10/10/2019 10:42:46 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),594,02:217KASN,Kasaan Greenstone,217KASN,10/10/2019 10:42:46 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),595,02:217KENN,Keenan Quartzite,217KENN,10/10/2019 10:42:46 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),596,02:217KKPK,Kukpowruk Formation,217KKPK,10/10/2019 10:42:46 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),597,02:217KKRV,Kuparuk River Sandstone,217KKRV,10/10/2019 10:42:46 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),598,02:217KLLK,Killik Tongue of Chandler Formation,217KLLK,10/10/2019 10:42:46 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),599,02:217KMIK,"Kemik Sandstone Member, Okpikruak Formation",217KMIK,10/10/2019 10:42:46 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),600,02:217KMLK,Kisimilok Formation,217KMLK,10/10/2019 10:42:46 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),601,02:217KNCT,Kennicott Formation,217KNCT,10/10/2019 10:42:46 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),602,02:217KNDK,Kandik Formation,217KNDK,10/10/2019 10:42:46 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),603,02:217KTHL,Kathul Graywacke,217KTHL,10/10/2019 10:42:47 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),604,02:217KYKK,Koyukuk Group,217KYKK,10/10/2019 10:42:47 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),605,02:217NLCN,Nelchina Limestone,217NLCN,10/10/2019 10:42:47 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),606,02:217OGRK,Ogotoruk Formation,217OGRK,10/10/2019 10:42:47 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),607,02:217OKKK,Okpikruak Formation,217OKKK,10/10/2019 10:42:47 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),608,02:217OMLK,Oumalik Formation,217OMLK,10/10/2019 10:42:47 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),609,02:217SITK,Sitka Graywacke,217SITK,10/10/2019 10:42:47 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),610,02:217SKVC,Staniukovich Formation,217SKVC,10/10/2019 10:42:47 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),611,02:217SLTR,Shelter Formation,217SLTR,10/10/2019 10:42:47 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),612,02:217SMCL,Seymour Canal Formation,217SMCL,10/10/2019 10:42:47 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),613,02:217SPPG,Stephens Passage Group,217SPPG,10/10/2019 10:42:47 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),614,02:217TKPK,Tingmerkpuk Formation,217TKPK,10/10/2019 10:42:47 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),615,02:217TLVK,Telavirak Formation,217TLVK,10/10/2019 10:42:47 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),616,02:217TORK,Torok Formation,217TORK,10/10/2019 10:42:47 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),617,02:217TPGK,Topagoruk Formation,217TPGK,10/10/2019 10:42:47 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),618,02:217TRDL,Treadwell Formation,217TRDL,10/10/2019 10:42:47 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),619,02:217TUKT,Tuktu Formation,217TUKT,10/10/2019 10:42:47 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),620,02:217YKTK,Yakutat Group,217YKTK,10/10/2019 10:42:47 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),621,02:220BCRK,Bitter Creek Formation,220BCRK,10/10/2019 10:42:47 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),622,02:220KHAZ,Khaz Formation of Kelp Bay Group,220KHAZ,10/10/2019 10:42:47 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),623,02:220KLPB,Kelp Bay Group,220KLPB,10/10/2019 10:42:47 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),624,02:220KNGK,Kingak Shale,220KNGK,10/10/2019 10:42:47 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),625,02:220KTSN,Kotsina Conglomerate,220KTSN,10/10/2019 10:42:47 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),626,02:220ORDG,Outlet Ridge Ultramafic Gabbro Complex,220ORDG,10/10/2019 10:42:47 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),627,02:220TXCK,Texas Creek Granodiorite,220TXCK,10/10/2019 10:42:47 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),628,02:220VETA,Veta Formation,220VETA,10/10/2019 10:42:47 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),629,02:221CHSK,Chisik Conglomerate Member of Naknek Formation,221CHSK,10/10/2019 10:42:47 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),630,02:221CNTN,Chinitna Formation,221CNTN,10/10/2019 10:42:47 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),631,02:221GVID,Gravina Island Formation,221GVID,10/10/2019 10:42:47 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),632,02:221NKKL,Naknek Lake Granite,221NKKL,10/10/2019 10:42:47 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),633,02:221NKNK,Naknek Formation,221NKNK,10/10/2019 10:42:47 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),634,02:221NZNM,Nizina Mountain Formation,221NZNM,10/10/2019 10:42:47 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),635,02:221PMRY,"Pomeroy Arkose Member, Naknek Formation",221PMRY,10/10/2019 10:42:47 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),636,02:221PVLF,"Paveloff Siltstone Member, Chinitna Formation",221PVLF,10/10/2019 10:42:47 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),637,02:221RGLC,Root Glacier Formation,221RGLC,10/10/2019 10:42:47 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),638,02:221SGHB,"Snug Harbor Siltstone Member, Naknek Formation",221SGHB,10/10/2019 10:42:47 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),639,02:221SLKF,Shelikof Formation,221SLKF,10/10/2019 10:42:48 AM,Alaska
